top - 22:07:21 up  4:28,  1 user,  load average: 1,49, 1,38, 1,69
Tareas: 447 total,   1 ejecutar,  445 hibernar,    0 detener,    1 zombie
%Cpu(s):  0,7 us,  2,6 sy,  2,2 ni, 94,0 id,  0,0 wa,  0,0 hi,  0,4 si,  0,0 st
MiB Mem :  64208,6 total,   2651,6 libre,   4995,4 usado,  56561,6 búfer/caché
MiB Intercambio:  20479,5 total,  17860,0 libre,   2619,5 usado.  54766,8 dispon Mem 

    PID USUARIO   PR  NI    VIRT    RES    SHR S  %CPU  %MEM     HORA+ ORDEN
   4067 martin    29   9  325220   7424   7040 S   0,0   0,0   0:00.21 gvfs-afc-volume
   4075 martin    29   9  247532   6656   6144 S   0,0   0,0   0:00.00 gvfs-gphoto2-vo
   4094 martin    29   9  682960  14976  14464 S   0,0   0,0   0:00.03 evolution-addre
   4109 martin    29   9  325276   8704   7552 S   0,0   0,0   0:00.12 gvfsd-trash
   4116 martin    29   9  765484  12152  10744 S   0,0   0,0   0:00.30 xdg-desktop-por
   4120 martin    29   9  620780   7168   6784 S   0,0   0,0   0:00.07 xdg-document-po
   4125 root      26   6    2796   1792   1792 S   0,0   0,0   0:00.00 fusermount3
   4128 martin    29   9 1360500  18868  16284 S   0,0   0,0   0:01.56 xdg-desktop-por
   4156 martin    26   6 2941404  19792  16768 S   0,0   0,0   0:00.06 gjs
   4159 martin    26   6  162784   7424   7040 S   0,0   0,0   0:01.16 at-spi2-registr
   4175 martin    29   9    2892   1536   1536 S   0,0   0,0   0:00.00 sh
   4176 martin    29   9  321016   6784   6528 S   0,0   0,0   0:00.06 gsd-a11y-settin
   4178 martin    26   6  325364  10316   7168 S   0,0   0,0   0:03.57 ibus-daemon
   4179 martin    29   9  561776  17580  15760 S   0,0   0,0   0:00.32 gsd-color
   4181 martin    29   9  367040  10752  10240 S   0,0   0,0   0:00.07 gsd-datetime
   4184 martin    29   9  323696   8064   7296 S   0,0   0,0   0:00.53 gsd-housekeepin
   4187 martin    29   9  269520  10624   9728 S   0,0   0,0   0:00.05 hidpi-notificat
   4188 martin    29   9  354776  14692  13788 S   0,0   0,0   0:00.21 gsd-keyboard
   4190 martin    29   9  681964  19240  16596 S   0,0   0,0   0:01.34 gsd-media-keys
   4194 martin    29   9  464664  17916  15712 S   0,0   0,0   0:00.30 gsd-power
   4195 martin    29   9  192632  11392  11392 S   0,0   0,0   0:00.01 touchegg
   4198 martin    29   9  259920  10240   9600 S   0,0   0,0   0:00.07 gsd-print-notif
   4199 martin    29   9  467896   6528   6144 S   0,0   0,0   0:00.07 gsd-rfkill
   4201 martin    29   9  246328   6400   6016 S   0,0   0,0   0:00.12 gsd-screensaver
   4203 martin    29   9  476528   9344   8448 S   0,0   0,0   0:00.08 gsd-sharing
   4208 martin    29   9  322904   7168   7040 S   0,0   0,0   0:00.07 gsd-smartcard
   4211 martin    29   9  831232  24672  22912 S   0,0   0,0   0:00.23 evolution-alarm
   4216 martin    29   9  329968   8064   7680 S   0,0   0,0   0:00.06 gsd-sound
   4219 martin    29   9  354708  14660  13784 S   0,0   0,0   0:00.21 gsd-wacom
   4221 martin    29   9  356964  16604  14844 S   0,0   0,0   0:00.25 gsd-xsettings
   4223 martin    29   9  445996  18756  15880 S   0,0   0,0   0:00.27 hidpi-daemon
   4246 martin    29   9  232268   6400   5632 S   0,0   0,0   0:00.01 gsd-disk-utilit
   4262 martin    26   6  247844   6784   6784 S   0,0   0,0   0:00.00 ibus-dconf
   4264 martin    26   6  285232  15312  14080 S   0,0   0,0   0:01.40 ibus-extension-
   4266 martin    29   9  207000  14316  13440 S   0,0   0,0   0:00.85 ibus-x11
   4302 martin    29   9  352564  12672  12672 S   0,0   0,0   0:00.00 gsd-printer
   4306 martin    26   6  321100   7552   7040 S   0,0   0,0   0:00.10 ibus-portal
   4375 martin    26   6 2949592  14932  14208 S   0,0   0,0   0:00.05 gjs
   4396 martin    26   6  173724   7424   6784 S   0,0   0,0   0:00.70 ibus-engine-sim
   4406 martin    39  19  650876  24064  16024 S   0,0   0,0   0:00.79 tracker-miner-f
   4407 martin    29   9  355288  16000  14464 S   0,0   0,0   0:00.34 xdg-desktop-por
   4464 root      32  12  139260  12636  12288 S   0,0   0,0   0:00.32 python3
   4515 martin    29   9 1874760   9856   6400 S   0,0   0,0   4:16.90 conky
   4777 martin    26   6  280084  20864  16384 S   0,0   0,0   0:00.53 forkserver
   4792 martin    26   6  292860  24208  19584 S   0,0   0,0   0:00.01 Socket Process
   4812 martin    26   6 2494784 120740  85884 S   0,0   0,2   0:03.48 Privileged Cont
   4854 martin    26   6 2467360  74056  63932 S   0,0   0,1   0:00.85 WebExtensions
   4959 martin    26   6  445004  30584  24908 S   0,0   0,0   0:52.18 Utility Process
   5061 martin    29   9 1165184   4044   3584 S   0,0   0,0   0:00.00 pop-system-upda
   5313 martin    29   9  127828   5024   4736 S   0,0   0,0   0:00.37 speech-dispatch
   5324 martin    26   6       0      0      0 Z   0,0   0,0   0:00.01 sd_espeak-ng-mb
   5327 martin    26   6  115432   5248   5248 S   0,0   0,0   0:00.13 sd_espeak-ng
   5346 martin    14  -6  161520   4736   4608 S   0,0   0,0   0:00.71 sd_dummy
   5411 martin    26   6 2907796 284868 101380 S   0,0   0,4   3:14.08 Isolated Web Co
   6565 martin    26   6 1926612 649136  63572 S   0,0   1,0   0:33.89 io.elementary.a
   6680 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-tls-s
  11392 martin    26   6 1160196  27240  14208 S   0,0   0,0   0:39.20 cli
  11437 martin    26   6  450320  18820  14008 S   0,0   0,0   0:00.04 gvfsd-http
  11820 martin    26   6 4198980 119132  48796 S   0,0   0,2   0:43.49 nautilus
  11872 martin    26   6  925048  54100  36164 S   0,0   0,1   0:03.61 evince
  11878 martin    26   6  156792   5504   5120 S   0,0   0,0   0:00.00 evinced
  11942 martin    20   0  562784  39696  29844 S   0,0   0,1   0:03.58 gnome-terminal-
  14461 martin    26   6   32,9g 194544 149612 S   0,0   0,3   0:19.63 msedge
  14467 martin    26   6   18316   1920   1920 S   0,0   0,0   0:00.00 cat
  14468 martin    26   6   18316   2048   1920 S   0,0   0,0   0:00.00 cat
  14471 martin    26   6   32,0g   2432   2432 S   0,0   0,0   0:00.00 msedge_crashpad
  14473 martin    26   6   32,0g   2048   2048 S   0,0   0,0   0:00.00 msedge_crashpad
  14479 martin    26   6   32,7g  14592  14336 S   0,0   0,0   0:00.01 msedge
  14480 martin    26   6   32,7g  15744  14976 S   0,0   0,0   0:00.01 msedge
  14482 martin    26   6   32,7g   4000   3072 S   0,0   0,0   0:00.08 msedge
  14506 martin    26   6   33,2g 108204  76268 S   0,0   0,2   0:26.87 msedge
  14511 martin    26   6   32,6g  48132  32400 S   0,0   0,1   0:08.07 msedge
  14522 martin    26   6   32,8g  14328  12416 S   0,0   0,0   0:00.14 msedge
  14579 martin    26   6 1158,6g  29288  24832 S   0,0   0,0   0:07.70 msedge
  14766 martin    26   6 1156,4g  34028  26892 S   0,0   0,1   0:00.64 msedge
  14795 martin    26   6   32,6g  27808  26368 S   0,0   0,0   0:01.27 msedge
  14826 martin    26   6 1156,4g  33160  27008 S   0,0   0,1   0:00.41 msedge
  14907 martin    26   6 1156,6g 234284 114760 S   0,0   0,4   1:16.80 msedge
  15318 martin    14  -6 1428952  34648  27820 S   0,0   0,1   0:41.59 gnome-pomodoro
  16406 martin    26   6 2001732  56752  46772 S   0,0   0,1   0:05.13 sqlitebrowser
  16443 martin    26   6  399408   8320   7680 S   0,0   0,0   0:00.02 gvfsd-network
  16452 martin    26   6  535688  11904  11776 S   0,0   0,0   0:00.04 gvfsd-smb-brows
  16460 martin    26   6  326868   7936   7808 S   0,0   0,0   0:00.01 gvfsd-dnssd
  18006 martin    26   6 2942392 175896 101188 S   0,0   0,3   0:33.24 Isolated Web Co
  18051 martin    26   6 2575728  69608  63908 S   0,0   0,1   0:00.30 Isolated Web Co
  18403 martin    26   6 3318944 287480 103936 S   0,0   0,4   2:59.68 Isolated Web Co
  19247 martin    26   6  674828  16256  14848 S   0,0   0,0   0:00.04 gvfsd-smb
  20141 root      20   0       0      0      0 I   0,0   0,0   0:07.08 kworker/u64:10-kcryptd+
  20599 www-data  20   0  239536   6212   5504 S   0,0   0,0   0:00.00 apache2
  22148 martin    26   6 3210564  51400  38784 S   0,0   0,1   0:01.63 gjs
  24858 martin    26   6   19776   3328   3200 S   0,0   0,0   0:00.00 mysql-workbench
  24904 martin    26   6  840072  33648  31488 S   0,0   0,1   0:02.57 mysql-workbench
  24909 uuidd     32  12   21636   2944   2816 S   0,0   0,0   0:00.03 uuidd
  26682 root      20   0       0      0      0 I   0,0   0,0   0:04.24 kworker/u64:6-kcryptd/+
  26991 martin    26   6  864960  54216  38532 S   0,0   0,1   0:01.05 evince
  27122 root      20   0       0      0      0 I   0,0   0,0   0:00.12 kworker/2:2-events
  27166 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/6:2H-kblockd
  28087 root      20   0       0      0      0 I   0,0   0,0   0:00.07 kworker/1:1-inet_frag_+
  28652 root      20   0       0      0      0 I   0,0   0,0   0:00.32 kworker/14:1-events
  28962 root      20   0       0      0      0 I   0,0   0,0   0:00.18 kworker/0:2-events
  29045 root      20   0       0      0      0 D   0,0   0,0   0:03.65 kworker/u64:7+events_u+
  29289 martin    26   6 2619264 168896  91928 S   0,0   0,3   0:02.08 Isolated Web Co
  30748 root      20   0       0      0      0 I   0,0   0,0   0:00.04 kworker/10:1-rcu_par_gp
  30982 root      20   0       0      0      0 I   0,0   0,0   0:02.31 kworker/u64:2-kcryptd/+
  31307 martin    26   6  246816   6784   6272 S   0,0   0,0   0:00.02 flatpak-session
  31311 martin    20   0    4108    788    640 S   0,0   0,0   0:00.00 p11-kit-server
  31320 root      20   0       0      0      0 I   0,0   0,0   0:03.28 kworker/u64:12-sdma1
  32103 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/u65:8-ttm
  32108 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/u65:13-ttm
  32142 martin    26   6 2714024 186324  98796 S   0,0   0,3   0:13.86 Isolated Web Co
  32618 root      20   0       0      0      0 I   0,0   0,0   0:02.27 kworker/u64:11-kcryptd+
  32728 martin    20   0   21208   5632   3840 S   0,0   0,0   0:00.01 bash
  32737 root      20   0       0      0      0 I   0,0   0,0   0:00.04 kworker/13:2-mm_percpu+
  32988 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/9:1-events
  33059 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker/15:0-events
  33284 root      20   0       0      0      0 I   0,0   0,0   0:00.04 kworker/11:1-rcu_par_gp
  33595 root      20   0       0      0      0 I   0,0   0,0   0:00.05 kworker/5:0-events
  33922 root      20   0       0      0      0 I   0,0   0,0   0:00.22 kworker/12:0-events
  34272 root      20   0       0      0      0 I   0,0   0,0   0:00.03 kworker/6:2-rcu_gp
  34508 root      20   0       0      0      0 D   0,0   0,0   0:00.95 kworker/u64:0+events_u+
  34535 root      20   0       0      0      0 I   0,0   0,0   0:01.37 kworker/u64:1-kcryptd/+
  34739 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/8:1-events
  34800 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/2:1-events
  34801 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/4:0-rcu_par_gp
  35089 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/12:1-rcu_par_gp
  35121 root      20   0       0      0      0 I   0,0   0,0   0:00.81 kworker/u64:5-kcryptd/+
  35123 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/3:1-events
  35192 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/15:1-cgroup_de+
  35239 root      20   0       0      0      0 I   0,0   0,0   0:00.75 kworker/u64:8-gfx
  35330 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/1:0-events
  35387 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker/6:0-mm_percpu_+
  35656 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/7:3-events
  35751 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/11:0-rcu_par_gp
  35773 martin    26   6 2447720  60600  46704 S   0,0   0,1   0:00.14 Isolated Servic
  35819 martin    26   6 2415724  39352  30192 S   0,0   0,1   0:00.02 Web Content
  35846 root      20   0       0      0      0 I   0,0   0,0   0:00.03 kworker/14:0-rcu_gp
  35954 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/4:2-events
  35957 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/3:0-events
  36080 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker/9:0-events
  36270 root      20   0       0      0      0 I   0,0   0,0   0:00.66 kworker/u64:3-kcryptd/+
  36380 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/5:1-rcu_par_gp
  36383 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/10:2-rcu_par_gp
  36405 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/8:0-rcu_par_gp
  36568 martin    26   6 2415724  39352  30192 S   0,0   0,1   0:00.02 Web Content
  36594 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/7:0-inet_frag_+
  36595 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/0:0-cgroup_des+
  36609 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/15:2-events
  36612 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/13:1-events
  36636 martin    26   6 2415724  39496  30336 S   0,0   0,1   0:00.02 Web Content
  36687 martin    26   6   21328   5632   3840 S   0,0   0,0   0:00.01 bash
  36704 root      20   0       0      0      0 I   0,0   0,0   0:00.33 kworker/u64:4-kcryptd/+
  36716 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/6:1
  38938 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/9:2-rcu_par_gp
  39280 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/11:2-events
  39283 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/4:1-events
  39370 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/12:2
  39377 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/14:2-rcu_par_gp
  39379 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/10:0-events
  39380 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/7:1-events
  39414 martin    26   6 1156,4g  51464  45696 S   0,0   0,1   0:00.00 msedge
